"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.348186250E0,-1.111008250E-1,-2.769559275E-1,3.951390463E-1,4.951594138E-1
2.358115250E0,-2.384154674E-2,-2.850056797E-1,1.137271750E-1,3.077832470E-1
2.368044250E0,-3.221418579E-1,-4.186516872E-1,1.275037998E-1,5.434168113E-1
2.377973250E0,-3.628597481E-2,-3.858810036E-1,6.686875820E-3,3.876409875E-1
2.387902250E0,-1.570729501E-1,-2.859804836E-1,1.673338634E-1,3.666842927E-1
2.397831250E0,-1.622620068E-1,-3.684097425E-1,3.958062136E-1,5.645504902E-1
2.407760250E0,-1.852957790E-1,-1.450510930E-1,-6.625310487E-1,7.030801773E-1
2.417690250E0,-2.118630418E-1,-1.760478775E-1,2.348218417E-1,3.619669888E-1
2.427619250E0,-2.245661361E-1,-1.631054859E-1,4.443369341E-1,5.238975663E-1
2.437548250E0,-1.968016010E-1,-2.855591187E-1,-4.413291264E-1,5.612898344E-1
2.447477250E0,-3.039053425E-1,-2.728172866E-1,-9.063184261E-3,4.084970873E-1
2.457406250E0,-1.386104397E-1,-3.419912547E-1,1.431620586E-1,3.958108732E-1
2.467335250E0,-1.886339544E-1,-3.590233534E-1,-1.780728596E-1,4.429339458E-1
2.477264250E0,-2.002164298E-1,-4.382870393E-1,-1.441104770E-1,5.029413258E-1
2.487193250E0,-7.896335833E-2,-2.179591296E-1,-2.077059639E-1,3.112606007E-1
2.497122250E0,-1.856935906E-1,-3.193559155E-1,2.429792923E-1,4.421642758E-1
2.507052250E0,-2.378179550E-2,-2.071296659E-1,-3.954401779E-1,4.470360238E-1
2.516981250E0,-2.147612508E-1,-2.249549577E-1,-3.015385723E-1,4.331889177E-1
2.526910250E0,-7.397964852E-2,-3.689885437E-1,3.882019097E-1,5.406720415E-1
2.536839250E0,2.609749390E-2,-3.558788304E-1,-1.153334051E-1,3.750101538E-1
2.546768250E0,-1.590972196E-1,-3.853382358E-1,-3.200590432E-1,5.255808904E-1
2.556697250E0,1.196755658E-1,-3.698356591E-1,-3.270786256E-1,5.080168138E-1
